Reported Date,Total Dead and Missing,Location Coordinates
2017-03-28,2.0,"33.3386, 44.3939"
2017-03-29,1.0,"31.7784, 35.2066"
2017-03-29,11.0,"34.73, 36.72"
2017-03-29,1.0,"20.5504, -97.47"
2017-03-29,61.0,"33.3386, 44.3939"
2017-03-29,7.0,"36.345, 43.145"
2017-03-29,6.0,"36.345, 43.145"
2017-03-29,3.0,"33.3386, 44.3939"
2017-03-29,1.0,"42.8796, -71.3873"
2017-03-29,2.0,"33.3386, 44.3939"
2017-03-30,2.0,"2.0667, 45.3667"
2017-03-30,23.0,"36.345, 43.145"
2017-03-29,5.0,"36.345, 43.145"
2017-03-29,11.0,"36.345, 43.145"
2017-03-30,2.0,"37.075, 41.2184"
2017-03-30,8.0,"36.345, 43.145"
2017-03-31,160.0,"33.8992, 70.1008"
2017-03-31,6.0,"36.345, 43.145"
2017-04-01,2.0,"32.1167, 20.0667"
2017-04-01,4.0,"31.7784, 35.2066"
2017-04-01,1.0,"2.0667, 45.3667"
2017-04-01,16.0,"36.345, 43.145"
2017-04-02,4.0,"32.1167, 20.0667"
2017-04-02,2.0,"36.345, 43.145"
2017-04-02,2.0,"11.85, 13.16"
2017-04-02,3.0,"2.0667, 45.3667"
2017-04-02,2.0,"36.345, 43.145"
2017-04-02,1.0,"17.0899, 120.978"
2017-04-02,3.0,"12.61, 37.46"
2017-04-03,79.0,"59.939, 30.316"
2017-04-03,1.0,"2.0667, 45.3667"
2017-04-03,1.0,"36.345, 43.145"
2017-04-03,4.0,"36.345, 43.145"
2017-04-03,4.0,"36.345, 43.145"
2017-04-03,2.0,"36.345, 43.145"
2017-04-03,2.0,"36.345, 43.145"
2017-04-03,2.0,"36.345, 43.145"
2017-04-04,3.0,"2.0667, 45.3667"
2017-04-04,35.0,"36.345, 43.145"
2017-04-04,36.0,"36.345, 43.145"
2017-04-05,27.0,"31.56, 74.35"
2017-04-05,17.0,"2.0667, 45.3667"
2017-04-05,4.0,"2.0667, 45.3667"
2017-04-05,2.0,"13.75, 100.5166"
2017-04-05,2.0,"33.3386, 44.3939"
2017-04-05,10.0,"33.3386, 44.3939"
2017-04-05,1.0,"36.345, 43.145"
2017-04-05,3.0,"24.87, 66.99"
2017-04-06,2.0,"36.345, 43.145"
2017-04-06,5.0,"33.3386, 44.3939"
2017-04-06,2.0,"34.005, 71.535"
2017-04-06,2.0,"13.3004, -4.9"
2017-04-07,19.0,"59.3508, 18.0973"
2017-04-07,4.0,"33.3386, 44.3939"
2017-04-07,1.0,"31.56, 74.35"
2017-04-07,1.0,"-35.3546, 149.2113"
2017-04-08,7.0,"11.85, 13.16"
2017-04-08,26.0,"36.345, 43.145"
2017-04-08,25.0,"36.345, 43.145"
2017-04-08,10.0,"31.56, 74.35"
2017-04-08,2.0,"33.3386, 44.3939"
2017-04-08,1.0,"12.7797, 45.0095"
2017-04-09,66.0,"31.2, 29.95"
2017-04-09,66.0,"38.8185, -77.0861"
2017-04-09,66.0,"43.9016, 25.2867"
2017-04-09,66.0,"31.2923, -92.4702"
2017-04-09,66.0,"45.8777, -95.3766"
2017-04-09,66.0,"38.9622, -84.386"
2017-04-09,66.0,"40.2583, -85.676"
2017-04-09,21.0,"2.0667, 45.3667"
2017-04-09,5.0,"7.7, 27.99"
2017-04-09,1.0,"2.0667, 45.3667"
2017-04-10,2.0,"11.85, 13.16"
2017-04-10,26.0,"2.0667, 45.3667"
2017-04-10,1.0,"2.0667, 45.3667"
2017-04-10,2.0,"34.5167, 69.1833"
2017-04-10,1.0,"34.5167, 69.1833"
2017-04-10,10.0,"36.345, 43.145"
2017-04-11,1.0,"34.5167, 69.1833"
2017-04-11,11.0,"36.728, 68.8725"
2017-04-11,1.0,"24.87, 66.99"
2017-04-11,1.0,"-6.1744, 106.8294"
2017-04-12,16.0,"34.5167, 69.1833"
2017-04-12,3.0,"25.139, 62.3286"
2017-04-11,1.0,"29.4658, -98.5254"
2017-04-11,1.0,"-33.5995, -71.61"
2017-04-11,1.0,"18.4468, -66.3002"
2017-04-13,1.0,"3.12, 43.65"
2017-04-13,1.0,"2.0667, 45.3667"
2017-04-13,3.0,"32.989, 70.5986"
2017-04-13,2.0,"33.3386, 44.3939"
2017-04-13,3.0,"33.3386, 44.3939"
2017-04-13,8.0,"-7.7296, 38.95"
2017-04-13,1.0,"36.7831, -119.7941"
2017-04-13,1.0,"29.5357, -95.4693"
2017-04-14,1.0,"2.0667, 45.3667"
2017-04-14,1.0,"34.005, 71.535"
2017-04-14,6.0,"33.3386, 44.3939"
2017-04-15,182.0,"36.23, 37.17"
2017-04-15,7.0,"36.345, 43.145"
2017-04-15,2.0,"2.0667, 45.3667"
2017-04-15,3.0,"12.9092, 23.4706"
2017-04-15,4.0,"33.3386, 44.3939"
2017-04-14,1.0,"4.0904, 30.68"
2017-04-16,2.0,"2.0667, 45.3667"
2017-04-16,4.0,"2.0667, 45.3667"
2017-04-16,2.0,"33.3386, 44.3939"
2017-04-16,8.0,"36.345, 43.145"
2017-04-16,6.0,"36.345, 43.145"
2017-04-16,1.0,"4.9267, 6.2676"
2017-04-17,2.0,"34.5167, 69.1833"
2017-04-17,3.0,"33.3386, 44.3939"
2017-04-17,5.0,"36.345, 43.145"
2017-04-17,7.0,"36.345, 43.145"
2017-04-17,1.0,"34.5167, 69.1833"
2017-04-17,3.0,"30.22, 67.025"
2017-04-18,12.0,"2.0667, 45.3667"
2017-04-19,2.0,"32.1167, 20.0667"
2017-04-18,5.0,"33.3386, 44.3939"
2017-04-18,1.0,"31.56, 74.35"
2017-04-18,1.0,"4.74, 45.2"
2017-04-18,3.0,"36.7831, -119.7941"
2017-04-18,3.0,"29.5357, -95.4693"
2017-04-18,2.0,"14.6042, 120.9822"
2017-04-19,4.0,"36.345, 43.145"
2017-04-19,3.0,"36.345, 43.145"
2017-04-19,36.0,"36.23, 37.17"
2017-04-19,2.0,"36.345, 43.145"
2017-04-20,5.0,"48.8667, 2.3333"
2017-04-20,5.0,"33.6689, -95.5462"
2017-04-20,5.0,"38.2016, -84.2719"
2017-04-20,5.0,"36.2933, -88.3065"
2017-04-20,5.0,"39.6148, -87.6905"
2017-04-20,5.0,"44.2445, -70.4883"
2017-04-20,6.0,"34.005, 71.535"
2017-04-20,5.0,"33.3386, 44.3939"
2017-04-20,2.0,"2.0667, 45.3667"
2017-04-20,9.0,"12.61, 37.46"
2017-04-21,1.0,"33.3386, 44.3939"
2017-04-21,4.0,"48.455, 135.12"
2017-04-21,15.0,"36.345, 43.145"
2017-04-21,3.0,"30.22, 67.025"
2017-04-22,2.0,"13.4833, -88.1833"
2017-04-22,2.0,"32.1167, 20.0667"
2017-04-22,3.0,"32.1167, 20.0667"
2017-04-23,2.0,"2.0667, 45.3667"
2017-04-23,3.0,"2.0667, 45.3667"
2017-04-23,2.0,"2.0667, 45.3667"
2017-04-23,1.0,"4.1667, 73.4999"
2017-04-23,3.0,"33.3386, 44.3939"
2017-04-24,1.0,"2.0667, 45.3667"
2017-04-24,3.0,"24.87, 66.99"
2017-04-25,5.0,"-3.3761, 29.36"
2017-04-25,1.0,"33.3386, 44.3939"
2017-04-25,1.0,"33.3386, 44.3939"
2017-04-24,5.0,"12.61, 37.46"
2017-04-26,1.0,"11.85, 13.16"
2017-04-26,1.0,"11.85, 13.16"
2017-04-26,3.0,"11.85, 13.16"
2017-04-26,19.0,"36.345, 43.145"
2017-04-26,18.0,"36.345, 43.145"
2017-04-27,1.0,"2.0667, 45.3667"
2017-04-27,3.0,"2.0667, 45.3667"
2017-04-27,5.0,"11.6001, 37.3833"
2017-04-28,10.0,"33.3386, 44.3939"
2017-04-28,4.0,"2.0667, 45.3667"
2017-04-28,2.0,"-3.3761, 29.36"
2017-04-28,14.0,"14.6042, 120.9822"
2017-04-28,1.0,"2.0667, 45.3667"
2017-04-28,3.0,"38.0423, -84.4587"
2017-04-28,3.0,"42.4456, -71.2307"
2017-04-28,3.0,"33.9891, -81.2195"
2017-04-28,3.0,"35.8017, -80.2682"
2017-04-28,3.0,"40.778, -99.7462"
2017-04-28,3.0,"37.7825, -79.444"
2017-04-28,3.0,"35.6611, -88.3946"
2017-04-29,57.0,"36.345, 43.145"
2017-04-29,5.0,"33.5, 36.3"
2017-04-29,5.0,"39.2737, -77.2006"
2017-04-29,5.0,"45.4239, -122.447"
2017-04-29,1.0,"36.345, 43.145"
2017-04-29,13.0,"36.345, 43.145"
2017-05-01,8.0,"30.05, 31.25"
2017-05-01,8.0,"30.879, -84.205"
2017-05-01,8.0,"42.2965, -74.0205"
2017-05-01,3.0,"32.1167, 20.0667"
2017-05-02,1.0,"2.0667, 45.3667"
2017-05-03,37.0,"34.5167, 69.1833"
2017-05-03,1.0,"2.0667, 45.3667"
2017-05-03,4.0,"32.1167, 20.0667"
2017-05-03,10.0,"16.7666, -3.0166"
2017-05-03,4.0,"11.85, 13.16"
2017-05-03,8.0,"34.5167, 69.1833"
2017-05-03,10.0,"32.1167, 20.0667"
2017-05-05,3.0,"33.3386, 44.3939"
2017-05-05,1.0,"2.0667, 45.3667"
2017-05-05,1.0,"10.23, -67.98"
2017-05-05,1.0,"39.485, -0.4"
2017-05-06,2.0,"33.3386, 44.3939"
2017-05-06,16.0,"36.345, 43.145"
2017-05-06,6.0,"14.6042, 120.9822"
2017-05-06,2.0,"14.6042, 120.9822"
2017-05-07,13.0,"36.345, 43.145"
2017-05-07,10.0,"35.4722, 44.3923"
2017-05-07,1.0,"33.3386, 44.3939"
2017-05-07,3.0,"33.3386, 44.3939"
2017-05-07,1.0,"2.0667, 45.3667"
2017-05-07,1.0,"31.7784, 35.2066"
2017-05-08,19.0,"2.0667, 45.3667"
2017-05-08,4.0,"34.005, 71.535"
2017-05-09,4.0,"33.3386, 44.3939"
2017-05-09,13.0,"36.345, 43.145"
2017-05-09,9.0,"36.345, 43.145"
2017-05-09,4.0,"36.345, 43.145"
2017-05-13,5.0,"11.85, 13.16"
2017-05-09,5.0,"25.9918, 63.0718"
2017-05-10,2.0,"37.3021, -121.8489"
2017-05-10,2.0,"10.745, 121.9415"
2017-05-10,2.0,"10.18, 125.5683"
2017-05-10,1.0,"2.0667, 45.3667"
2017-05-10,6.0,"2.0667, 45.3667"
2017-05-10,2.0,"33.3386, 44.3939"
2017-05-10,1.0,"35.4722, 44.3923"
2017-05-11,1.0,"2.0667, 45.3667"
2017-05-12,3.0,"36.345, 43.145"
2017-05-12,4.0,"33.3386, 44.3939"
2017-05-12,1.0,"33.8992, 70.1008"
2017-05-12,1.0,"34.5167, 69.1833"
2017-05-12,1.0,"2.0667, 45.3667"
2017-05-13,6.0,"36.345, 43.145"
2017-05-13,7.0,"36.345, 43.145"
2017-05-13,2.0,"36.345, 43.145"
2017-05-13,5.0,"36.345, 43.145"
2017-05-13,184.0,"4.7338, 22.8166"
2017-05-13,4.0,"34.5167, 69.1833"
2017-05-13,3.0,"31.7784, 35.2066"
2017-05-13,1.0,"42.6666, 21.1724"
2017-05-14,7.0,"33.3386, 44.3939"
2017-05-14,1.0,"54.6, -5.96"
2017-05-14,1.0,"54.5968, -5.9254"
2017-05-13,1.0,"33.3386, 44.3939"
2017-05-15,2.0,"33.3386, 44.3939"
2017-05-15,4.0,"16.7666, -3.0166"
2017-05-15,2.0,"13.75, 100.5166"
2017-05-15,2.0,"27.7136, 68.8486"
2017-05-15,1.0,"19.4424, -99.131"
2017-05-15,3.0,"33.3386, 44.3939"
2017-05-16,3.0,"33.3386, 44.3939"
2017-05-16,72.0,"6.5333, 21.9833"
2017-05-16,10.0,"4.0904, 30.68"
2017-05-16,1.0,"10.05, -69.3"
2017-05-17,4.0,"36.345, 43.145"
2017-05-16,1.0,"33.3386, 44.3939"
2017-05-17,5.0,"36.345, 43.145"
2017-05-17,4.0,"36.345, 43.145"
2017-05-17,3.0,"2.0667, 45.3667"
2017-05-17,10.0,"29.4658, -98.5254"
2017-05-17,10.0,"-33.5995, -71.61"
2017-05-17,10.0,"18.4468, -66.3002"
2017-05-17,2.0,"36.345, 43.145"
2017-05-17,6.0,"-3.3761, 29.36"
2017-05-18,6.0,"33.3386, 44.3939"
2017-05-18,3.0,"45.47, 9.205"
2017-05-18,3.0,"42.0815, -83.6854"
2017-05-18,3.0,"35.9126, -88.7554"
2017-05-18,3.0,"41.4416, -90.5595"
2017-05-18,6.0,"11.85, 13.16"
2017-05-19,29.0,"33.3386, 44.3939"
2017-05-19,11.0,"33.3386, 44.3939"
2017-05-19,4.0,"33.3386, 44.3939"
2017-05-19,3.0,"36.345, 43.145"
2017-05-19,3.0,"36.345, 43.145"
2017-05-19,3.0,"36.345, 43.145"
2017-05-19,3.0,"36.345, 43.145"
2017-05-19,2.0,"32.1167, 20.0667"
2017-05-24,3.0,"36.345, 43.145"
2017-05-24,1.0,"36.345, 43.145"
2017-05-19,2.0,"27.9942, -82.4451"
2017-05-20,2.0,"34.005, 71.535"
2017-05-20,2.0,"34.5167, 69.1833"
2017-05-20,1.0,"11.85, 13.16"
2017-05-20,1.0,"38.996, -76.9337"
2017-05-20,1.0,"33.6364, -84.464"
2017-05-21,3.0,"2.0667, 45.3667"
2017-05-21,11.0,"36.345, 43.145"
2017-05-21,4.0,"36.345, 43.145"
2017-05-21,10.0,"36.345, 43.145"
2017-05-21,9.0,"36.345, 43.145"
2017-05-21,3.0,"24.87, 66.99"
2017-05-21,2.0,"34.5167, 69.1833"
2017-05-21,8.0,"-3.3761, 29.36"
2017-05-21,1.0,"32.1167, 20.0667"
2017-05-21,1.0,"5.532, 7.486"
2017-05-22,142.0,"53.5004, -2.248"
2017-05-22,142.0,"42.9848, -71.4447"
2017-05-22,142.0,"41.7753, -72.5242"
2017-05-22,142.0,"39.9651, -74.3738"
2017-05-22,142.0,"38.583, -90.5065"
2017-05-22,142.0,"35.463, -86.0774"
2017-05-22,142.0,"37.4902, -77.5396"
2017-05-22,142.0,"47.5519, -122.5517"
2017-05-22,142.0,"39.6584, -76.8881"
2017-05-22,142.0,"37.1464, -83.7635"
2017-05-22,1.0,"36.345, 43.145"
2017-05-22,1.0,"36.345, 43.145"
2017-05-23,13.0,"36.345, 43.145"
2017-05-23,1.0,"25.9918, 63.0718"
2017-05-23,2.0,"33.3386, 44.3939"
2017-05-23,1.0,"33.3386, 44.3939"
2017-05-22,25.0,"13.75, 100.5166"
2017-05-23,1.0,"34.5167, 69.1833"
2017-05-23,36.0,"34.73, 36.72"
2017-05-24,8.0,"-6.1744, 106.8294"
2017-05-24,7.0,"-6.1744, 106.8294"
2017-05-24,3.0,"33.3386, 44.3939"
2017-05-24,3.0,"30.22, 67.025"
2017-05-24,12.0,"2.0667, 45.3667"
2017-05-24,1.0,"2.0667, 45.3667"
2017-05-24,2.0,"4.7338, 22.8166"
2017-05-24,4.0,"32.1167, 20.0667"
2017-05-24,11.0,"36.23, 37.17"
2017-05-25,1.0,"33.3386, 44.3939"
2017-05-25,10.0,"36.728, 68.8725"
2017-05-25,3.0,"37.9833, 23.7333"
2017-05-25,3.0,"33.9508, -83.3689"
2017-05-25,3.0,"39.3269, -82.0987"
2017-05-25,3.0,"34.7847, -86.951"
2017-05-25,3.0,"35.4573, -84.6045"
2017-05-25,3.0,"32.2041, -95.8321"
2017-05-25,1.0,"2.0667, 45.3667"
2017-05-26,4.0,"33.3386, 44.3939"
2017-05-26,1.0,"19.665, 97.206"
2017-05-26,3.0,"45.5371, -122.65"
2017-05-26,3.0,"43.6773, -70.2715"
2017-05-26,3.0,"27.8913, -97.328"
2017-05-26,3.0,"36.5883, -86.5194"
2017-05-26,3.0,"-38.34, 141.59"
2017-05-26,3.0,"40.4377, -84.9835"
2017-05-26,3.0,"42.8696, -84.899"
2017-05-26,3.0,"41.5988, -72.589"
2017-05-26,1.0,"-3.3761, 29.36"
2017-05-26,27.0,"36.345, 43.145"
2017-05-28,13.0,"36.345, 43.145"
2017-05-28,6.0,"4.7338, 22.8166"
2017-05-28,7.0,"13.0904, -1.09"
2017-05-29,9.0,"36.345, 43.145"
2017-05-29,2.0,"30.22, 67.025"
2017-05-29,5.0,"36.345, 43.145"
2017-05-29,4.0,"36.345, 43.145"
2017-05-29,4.0,"36.345, 43.145"
2017-05-29,4.0,"36.345, 43.145"
2017-05-29,3.0,"36.345, 43.145"
2017-05-29,3.0,"36.345, 43.145"
2017-05-29,3.0,"36.345, 43.145"
2017-05-29,3.0,"36.345, 43.145"
2017-05-29,3.0,"36.345, 43.145"
2017-05-29,7.0,"36.345, 43.145"
2017-05-29,8.0,"36.345, 43.145"
2017-05-29,4.0,"7.0083, 125.0894"
2017-05-30,59.0,"33.3386, 44.3939"
2017-05-30,46.0,"33.3386, 44.3939"
2017-05-30,4.0,"36.345, 43.145"
2017-05-30,2.0,"34.5167, 69.1833"
2017-05-30,7.0,"33.3386, 44.3939"
2017-05-30,7.0,"33.3386, 44.3939"
2017-05-30,7.0,"33.3386, 44.3939"
2017-05-30,5.0,"33.3386, 44.3939"
2017-05-30,1.0,"34.005, 71.535"
2017-05-30,1.0,"11.85, 13.16"
2017-05-30,1.0,"2.0667, 45.3667"
2017-05-31,584.0,"34.5167, 69.1833"
2017-05-31,3.0,"2.931, -75.3302"
2017-05-31,7.0,"36.345, 43.145"
2017-05-31,34.0,"36.345, 43.145"
2017-05-31,14.0,"36.345, 43.145"
2017-05-31,3.0,"2.0667, 45.3667"
2017-05-31,1.0,"12.06, 24.89"
2017-05-31,1.0,"30.22, 67.025"
2017-05-31,1.0,"2.0667, 45.3667"
2017-05-31,1.0,"2.0667, 45.3667"
2017-05-31,1.0,"2.0667, 45.3667"
2017-05-31,1.0,"52.32, 104.245"
2017-06-01,163.0,"36.345, 43.145"
2017-06-01,3.0,"16.7666, -3.0166"
2017-06-01,30.0,"36.345, 43.145"
2017-06-02,1.0,"36.345, 43.145"
2017-06-02,1.0,"33.7, 73.1666"
2017-06-02,2.0,"16.2666, -0.05"
2017-06-03,59.0,"51.5, -0.1167"
2017-06-03,59.0,"42.97, -81.25"
2017-06-03,59.0,"37.1209, -84.0804"
2017-06-03,59.0,"39.8936, -83.4375"
2017-06-03,96.0,"34.5167, 69.1833"
2017-06-03,1.0,"2.0667, 45.3667"
2017-06-03,41.0,"36.345, 43.145"
2017-06-03,16.0,"36.345, 43.145"
2017-06-03,37.0,"36.345, 43.145"
2017-06-03,19.0,"36.345, 43.145"
2017-06-03,15.0,"36.345, 43.145"
2017-06-03,12.0,"36.345, 43.145"
2017-06-03,9.0,"36.728, 68.8725"
2017-06-03,1.0,"16.6801, -98.42"
2017-06-03,1.0,"43.7, -79.42"
2017-06-03,1.0,"33.6, 73.04"
2017-06-04,1.0,"33.3386, 44.3939"
2017-06-04,2.0,"30.22, 67.025"
2017-06-04,1.0,"24.87, 66.99"
2017-06-04,4.0,"36.728, 68.8725"
2017-06-05,5.0,"50.8303, -0.17"
2017-06-05,5.0,"39.9716, -104.7964"
2017-06-05,5.0,"43.1175, -77.5835"
2017-06-05,5.0,"42.5298, -83.7847"
2017-06-06,2.0,"48.8667, 2.3333"
2017-06-06,2.0,"33.6689, -95.5462"
2017-06-06,2.0,"38.2016, -84.2719"
2017-06-06,2.0,"36.2933, -88.3065"
2017-06-06,2.0,"39.6148, -87.6905"
2017-06-06,2.0,"44.2445, -70.4883"
2017-06-06,3.0,"33.3386, 44.3939"
2017-06-06,2.0,"33.3386, 44.3939"
2017-06-06,16.0,"36.345, 43.145"
2017-06-07,4.0,"33.3386, 44.3939"
2017-06-07,1.0,"36.345, 43.145"
2017-06-07,35.0,"35.6719, 51.4243"
2017-06-07,34.0,"35.6719, 51.4243"
2017-06-07,1.0,"51.5, -0.1167"
2017-06-07,1.0,"42.97, -81.25"
2017-06-07,1.0,"37.1209, -84.0804"
2017-06-07,1.0,"39.8936, -83.4375"
2017-06-07,13.0,"36.345, 43.145"
2017-06-07,18.0,"36.345, 43.145"
2017-06-07,2.0,"2.0667, 45.3667"
2017-06-07,1.0,"2.0667, 45.3667"
2017-06-07,5.0,"11.85, 13.16"
2017-06-07,25.0,"11.85, 13.16"
2017-06-07,6.0,"11.85, 13.16"
2017-06-07,5.0,"11.85, 13.16"
2017-06-07,1.0,"36.728, 68.8725"
2017-06-07,1.0,"24.8, 93.95"
2017-06-08,2.0,"33.3386, 44.3939"
2017-06-08,2.0,"36.345, 43.145"
2017-06-08,1.0,"36.345, 43.145"
2017-06-08,5.0,"18.4411, 1.4078"
2017-06-08,1.0,"2.0667, 45.3667"
2017-06-08,1.0,"11.85, 13.16"
2017-06-08,1.0,"29.4658, -98.5254"
2017-06-08,1.0,"-33.5995, -71.61"
2017-06-08,1.0,"18.4468, -66.3002"
2017-06-08,1.0,"32.5, -117.08"
2017-06-09,4.0,"33.3386, 44.3939"
2017-06-09,7.0,"18.4411, 1.4078"
2017-06-09,1.0,"31.56, 74.35"
2017-06-10,5.0,"32.1167, 20.0667"
2017-06-10,13.0,"36.345, 43.145"
2017-06-10,1.0,"2.0667, 45.3667"
2017-06-10,3.0,"-4.3297, 15.315"
2017-06-10,3.0,"-4.3297, 15.315"
2017-06-10,1.0,"54.6, -5.96"
2017-06-10,1.0,"54.5968, -5.9254"
2017-06-10,1.0,"24.87, 66.99"
2017-06-10,1.0,"42.8796, -71.3873"
2017-06-11,1.0,"2.0667, 45.3667"
2017-06-11,1.0,"2.0667, 45.3667"
2017-06-11,4.0,"30.22, 67.025"
2017-06-11,1.0,"2.0667, 45.3667"
2017-06-11,11.0,"0.4904, 29.45"
2017-06-13,7.0,"36.345, 43.145"
2017-06-13,5.0,"36.345, 43.145"
2017-06-14,4.0,"33.3386, 44.3939"
2017-06-14,1.0,"33.3386, 44.3939"
2017-06-14,63.0,"2.0667, 45.3667"
2017-06-14,5.0,"36.345, 43.145"
2017-06-14,3.0,"36.345, 43.145"
2017-06-14,3.0,"36.345, 43.145"
2017-06-14,9.0,"36.345, 43.145"
2017-06-14,17.0,"36.345, 43.145"
2017-06-14,17.0,"36.345, 43.145"
2017-06-14,17.0,"36.345, 43.145"
2017-06-14,7.0,"31.2, 29.95"
2017-06-14,7.0,"38.8185, -77.0861"
2017-06-14,7.0,"43.9016, 25.2867"
2017-06-14,7.0,"31.2923, -92.4702"
2017-06-14,7.0,"45.8777, -95.3766"
2017-06-14,7.0,"38.9622, -84.386"
2017-06-14,7.0,"40.2583, -85.676"
2017-06-14,10.0,"-3.3761, 29.36"
2017-06-14,1.0,"14.6504, 121.03"
2017-06-14,6.0,"22.84, 89.56"
2017-06-15,3.0,"33.3386, 44.3939"
2017-06-15,1.0,"3.12, 43.65"
2017-06-15,13.0,"34.5167, 69.1833"
2017-06-16,2.0,"31.7784, 35.2066"
2017-06-16,6.0,"31.7784, 35.2066"
2017-06-16,11.0,"35.9297, 36.6317"
2017-06-17,11.0,"40.8751, -74.0293"
2017-06-18,5.0,"30.05, 31.25"
2017-06-18,5.0,"30.879, -84.205"
2017-06-18,5.0,"42.2965, -74.0205"
2017-06-18,27.0,"36.345, 43.145"
2017-06-18,1.0,"36.345, 43.145"
2017-06-18,2.0,"2.0667, 45.3667"
2017-06-18,7.0,"0.4904, 29.45"
2017-06-19,13.0,"51.5, -0.1167"
2017-06-19,13.0,"42.97, -81.25"
2017-06-19,13.0,"37.1209, -84.0804"
2017-06-19,13.0,"39.8936, -83.4375"
2017-06-19,4.0,"36.345, 43.145"
2017-06-19,3.0,"36.345, 43.145"
2017-06-19,1.0,"31.112, 61.887"
2017-06-19,1.0,"48.8667, 2.3333"
2017-06-19,1.0,"33.6689, -95.5462"
2017-06-19,1.0,"38.2016, -84.2719"
2017-06-19,1.0,"36.2933, -88.3065"
2017-06-19,1.0,"39.6148, -87.6905"
2017-06-19,1.0,"44.2445, -70.4883"
2017-06-20,1.0,"50.8333, 4.3333"
2017-06-20,3.0,"2.0667, 45.3667"
2017-06-20,20.0,"2.0667, 45.3667"
2017-06-20,8.0,"36.345, 43.145"
2017-06-20,1.0,"14.6504, 121.03"
2017-06-20,1.0,"14.6042, 120.9822"
2017-06-20,5.0,"37.075, 37.385"
2017-06-20,1.0,"33.3386, 44.3939"
2017-06-20,1.0,"36.345, 43.145"
2017-06-21,7.0,"35.9297, 36.6317"
2017-06-21,1.0,"-33.92, 18.435"
2017-06-21,1.0,"43.0235, -83.6922"
2017-06-21,2.0,"51.5, -0.1167"
2017-06-21,2.0,"42.97, -81.25"
2017-06-21,2.0,"37.1209, -84.0804"
2017-06-21,2.0,"39.8936, -83.4375"
2017-06-21,1.0,"34.5167, 69.1833"
2017-06-21,1.0,"14.6042, 120.9822"
2017-06-21,2.0,"33.3386, 44.3939"
2017-06-22,5.0,"0.4904, 29.45"
2017-06-22,5.0,"0.4904, 29.45"
2017-06-22,5.0,"0.4904, 29.45"
2017-06-22,5.0,"0.4904, 29.45"
2017-06-22,5.0,"0.4904, 29.45"
2017-06-22,29.0,"2.0667, 45.3667"
2017-06-22,6.0,"33.3386, 44.3939"
2017-06-22,1.0,"33.3386, 44.3939"
2017-06-23,34.0,"36.345, 43.145"
2017-06-23,13.0,"36.345, 43.145"
2017-06-23,1.0,"36.345, 43.145"
2017-06-23,35.0,"30.22, 67.025"
2017-06-23,180.0,"33.8992, 70.1008"
2017-06-23,181.0,"33.8992, 70.1008"
2017-06-23,6.0,"24.87, 66.99"
2017-06-24,2.0,"24.87, 66.99"
2017-06-23,1.0,"4.7338, 22.8166"
2017-06-23,24.0,"36.23, 37.17"
2017-06-23,5.0,"33.3386, 44.3939"
2017-06-24,1.0,"4.81, 7.01"
2017-06-25,3.0,"3.58, 98.65"
2017-06-25,4.0,"11.85, 13.16"
2017-06-25,11.0,"11.85, 13.16"
2017-06-25,10.0,"11.85, 13.16"
2017-06-25,1.0,"11.85, 13.16"
2017-06-25,1.0,"11.85, 13.16"
2017-06-25,2.0,"37.3021, -121.8489"
2017-06-25,2.0,"10.745, 121.9415"
2017-06-25,2.0,"10.18, 125.5683"
2017-06-25,1.0,"54.6, -5.96"
2017-06-25,1.0,"54.5968, -5.9254"
2017-06-26,1.0,"11.85, 13.16"
2017-06-26,1.0,"11.85, 13.16"
2017-06-26,4.0,"36.345, 43.145"
2017-06-26,1.0,"14.6042, 120.9822"
2017-06-26,5.0,"33.5, 36.3"
2017-06-26,5.0,"39.2737, -77.2006"
2017-06-26,5.0,"45.4239, -122.447"
2017-06-26,10.0,"33.5, 36.3"
2017-06-26,10.0,"39.2737, -77.2006"
2017-06-26,10.0,"45.4239, -122.447"
2017-06-26,1.0,"36.345, 43.145"
2017-06-26,2.0,"35.4722, 44.3923"
2017-06-26,2.0,"36.345, 43.145"
2017-06-26,2.0,"33.3386, 44.3939"
2017-06-26,1.0,"36.345, 43.145"
2017-06-27,5.0,"11.85, 13.16"
2017-06-28,16.0,"36.345, 43.145"
2017-06-28,2.0,"36.345, 43.145"
2017-06-29,4.0,"36.345, 43.145"
2017-06-29,5.0,"-4.3297, 15.315"
2017-06-29,1.0,"37.5295, -77.4756"
2017-06-29,1.0,"37.9477, -122.339"
2017-06-29,1.0,"-41.339, 173.185"
2017-06-29,1.0,"39.8318, -84.8904"
2017-06-29,1.0,"37.7306, -84.2926"
2017-06-29,1.0,"-33.5995, 150.74"
2017-06-29,1.0,"29.5824, -95.7602"
2017-06-29,1.0,"42.8094, -82.7517"
2017-06-29,1.0,"39.2755, -93.9731"
2017-06-29,1.0,"41.4983, -71.6608"
2017-06-29,1.0,"-20.7163, 143.1333"
2017-06-30,3.0,"-6.1744, 106.8294"
2017-06-30,2.0,"48.3192, 14.2888"
2017-06-30,4.0,"36.345, 43.145"
2017-07-01,1.0,"2.0667, 45.3667"
2017-07-01,28.0,"36.345, 43.145"
2017-07-02,11.0,"36.345, 43.145"
2017-07-02,33.0,"33.5, 36.3"
